YEAR,MONTH,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION
2009,8,14.099,92.888,ANDAMAN ISLANDS,INDIA,Probable Tsunami,7.5,5,,,
2009,8,34.743,138.264,HONSHU: S COAST,JAPAN,Definite Tsunami,6.4,40,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1927,7,32,35.5,DEAD SEA,ISRAEL,Questionable Tsunami,6.3,,,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
2009,7,-45.762,166.562,OFF WEST COAST OF SOUTH ISLAND,NEW ZEALAND,Definite Tsunami,7.8,12,,Limited (<$1 million),
1929,11,4.633,95.567,"TJALANG, N.W. SUMATRA",INDONESIA,Questionable Tsunami,,,,,Few (~1 to 50 people)
2009,9,-15.489,-172.095,SAMOA ISLANDS,SAMOA,Definite Tsunami,8.1,18,,Extreme (~$25 million or more),Many (~101 to 1000 people)
1909,3,-21,-159,RAROTONGA,COOK ISLANDS,Questionable Tsunami,,,,Moderate (~$1 to $5 million),
2010,1,-8.743,157.477,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,6.6,26,,,
2010,1,-8.799,157.346,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.1,25,,Limited (<$1 million),
2004,2,31.675,35.551,DEAD SEA,JORDAN,Definite Tsunami,5.3,27,,Moderate (~$1 to $5 million),
2010,1,-9.019,157.551,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,6.8,15,,,
1826,,-45.78,166.48,DUSKY SOUND,NEW ZEALAND,Probable Tsunami,,,,,
2010,1,18.457,-72.533,HAITI & DOMINICAN REPUBLIC,HAITI,Definite Tsunami,7,13,,Extreme (~$25 million or more),Very Many (~1001 or more people)
2010,2,-36.122,-72.898,CENTRAL CHILE,CHILE,Definite Tsunami,8.8,23,,Extreme (~$25 million or more),Many (~101 to 1000 people)
1864,5,18.2,-72.53,JACMEL,HAITI,Very Doubtful Tsunami,,,,Moderate (~$1 to $5 million),
2010,4,2.383,97.048,SUMATRA,INDONESIA,Definite Tsunami,7.8,31,,,
1983,8,-8.54,123.59,LESSER SUNDA ISLANDS,INDONESIA,Very Doubtful Tsunami,,,,,
2010,3,-34.29,-71.891,CENTRAL CHILE,CHILE,Definite Tsunami,6.9,11,,Limited (<$1 million),
2010,2,25.93,128.425,RYUKYU ISLANDS,JAPAN,Probable Tsunami,7,25,,,
2010,4,-9.282,-77.645,"513 LAKE, HUALCAN GLACIER",PERU,Event that only caused a seiche or disturbance in an inland river,,,,Limited (<$1 million),Few (~1 to 50 people)
1905,11,-17.7,168.3,PORT VILA,VANUATU,Questionable Tsunami,,,,,
1793,7,50.363,-4.142,"PLYMOUTH, ENGLAND",UK,Very Doubtful Tsunami,,,,,
2010,5,16.708,145.97,"SOUTH OF SARIGAN IS, N. MARIANA IS",USA TERRITORY,Definite Tsunami,,,,,
1859,11,-40.85,145.32,TASMANIA,AUSTRALIA,Questionable Tsunami,,,,,
1836,1,-43.3,148.9,TASMANIA,AUSTRALIA,Very Doubtful Tsunami,,,,,
1905,11,-17.7,168.3,PORT VILA,VANUATU,Questionable Tsunami,,,,,
1902,9,14,-91,OCOS,GUATEMALA,Very Doubtful Tsunami,,,,Limited (<$1 million),
1902,8,24.6,-107.9,MEXICO,MEXICO,Very Doubtful Tsunami,,,,,
2005,2,15.775,-61.744,DOMINICA PASSAGE,GUADELOUPE (FRENCH TERRITORY),Probable Tsunami,5.8,12,,,
1899,1,-12.4,130.7,NORTHERN AUSTRALIA,AUSTRALIA,Very Doubtful Tsunami,,,,,
1910,11,-14,166.5,VANUATU ISLANDS,VANUATU,Probable Tsunami,7.2,90,,Moderate (~$1 to $5 million),
1902,1,14.71,-91.59,OCOSA,GUATEMALA,Very Doubtful Tsunami,6.3,,,Limited (<$1 million),
1902,4,14,-91,OCOS,GUATEMALA,Event that only caused a seiche or disturbance in an inland river,7.5,33,,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
2010,6,7.881,91.936,LITTLE NICOBAR ISLAND,INDIA,Definite Tsunami,7.5,35,,,
1910,11,64,-165,"NOME, AK",USA,Very Doubtful Tsunami,,,,Moderate (~$1 to $5 million),
1933,12,-5,151,BISMARCK SEA,PAPUA NEW GUINEA,Questionable Tsunami,,,,Limited (<$1 million),
1996,4,46.73,7.97,LAKE BRIENZ,SWITZERLAND,Event that only caused a seiche or disturbance in an inland river,,,,,
1901,10,11,-86.5,NICARAGUA,NICARAGUA,Probable Tsunami,7,,,Limited (<$1 million),
1897,6,26,91,ASSAM,INDIA,Event that only caused a seiche or disturbance in an inland river,8.7,,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1949,12,-54,-71,SOUTHERN CHILE,CHILE,Very Doubtful Tsunami,7.8,33,,Limited (<$1 million),Few (~1 to 50 people)
-326,11,23,71,KUTCH,INDIA,Questionable Tsunami,,,,,
1909,7,-15.5,167.2,VANUATU ISLANDS,VANUATU,Very Doubtful Tsunami,,,,Moderate (~$1 to $5 million),
2010,8,-17.541,168.069,VANUATU ISLANDS,VANUATU,Definite Tsunami,7.2,25,,,
900,,10.46,79.53,NAGAPATTINAM,INDIA,Very Doubtful Tsunami,,,,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1874,5,22,89,SUNDERBANS,BANGLADESH,Questionable Tsunami,,,,,Very Many (~1001 or more people)
1936,2,-0.5,166.9,"NAURU, OCEAN ISLAND",NAURU,Very Doubtful Tsunami,,,,,
2010,8,12.484,141.476,"GUAM, MARIANA ISLANDS",USA TERRITORY,Definite Tsunami,6.9,10,,,
-216,,36.2,-7.17,CADIZ,SPAIN,Questionable Tsunami,,,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1888,6,-34.5,-57.9,LA PLATA RIVER,URUGUAY,Very Doubtful Tsunami,,,,,
2010,10,-3.487,100.082,SUMATRA,INDONESIA,Definite Tsunami,7.8,20,,Extreme (~$25 million or more),Many (~101 to 1000 people)
2010,12,26.901,143.698,BONIN ISLANDS,JAPAN,Definite Tsunami,7.4,14,,,
1994,1,44.4,-67.97,"COREA HARBOR, MAINE",USA,Very Doubtful Tsunami,,,,,
1542,12,37.07,15.3,"SICILY, ITALY",ITALY,Probable Tsunami,6.6,,,Severe (~>$5 to $24 million),
2010,12,-19.702,167.947,VANUATU ISLANDS,VANUATU,Definite Tsunami,7.3,16,,Limited (<$1 million),
2011,2,-43.583,172.68,SOUTH ISLAND,NEW ZEALAND,Questionable Tsunami,6.1,6,,,
2011,2,-36.474,-73.125,CENTRAL CHILE,CHILE,Definite Tsunami,6.8,28,,,
1869,8,-21,-70,NORTHERN CHILE,CHILE,Very Doubtful Tsunami,6.8,,0,,
1871,2,18.2,-94.5,S. MEXICO,MEXICO,Questionable Tsunami,,,,,
2011,3,38.435,142.842,HONSHU ISLAND,JAPAN,Definite Tsunami,7.5,32,,,
1584,3,-11.8,-77.8,PERU,PERU,Questionable Tsunami,8.4,30,,Limited (<$1 million),
2011,3,38.297,142.372,HONSHU ISLAND,JAPAN,Definite Tsunami,9.1,30,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1871,9,48.7,-2,NORTHERN FRANCE: ILLE-ET-VILAINE,FRANCE,Very Doubtful Tsunami,,,,,
1872,,27.07,142.21,BONIN ISLANDS [CHICHIJIMA ISLAND],JAPAN,Probable Tsunami,,,2,Limited (<$1 million),
1981,3,38.209,23.288,GULF OF CORINTH,GREECE,Probable Tsunami,6.4,29,,,
1997,4,13.1,-87.6,GULF OF FONSECA,HONDURAS,Very Doubtful Tsunami,,,,Limited (<$1 million),
1481,10,36,28,ISLAND OF RHODES,GREECE,Questionable Tsunami,,,,,
1646,6,37.7,141.7,SANRIKU,JAPAN,Very Doubtful Tsunami,7.6,,,Severe (~>$5 to $24 million),
1899,10,35.1,138.75,TAGONOURA,JAPAN,Questionable Tsunami,,,1,,
2011,1,-19.157,168.311,VANUATU ISLANDS,VANUATU,Definite Tsunami,6.5,24,,,
1964,5,40.4,139,NW. HONSHU ISLAND,JAPAN,Probable Tsunami,6.6,,-3,,
2011,7,38.034,143.264,OFF EAST COAST OF HONSHU ISLAND,JAPAN,Definite Tsunami,7,23,,,
2011,6,52.05,-171.836,"ATKA, ALEUTIAN ISLANDS, AK",USA,Definite Tsunami,7.3,52,,,
1855,12,32.5,134.5,NANKAIDO,JAPAN,Very Doubtful Tsunami,7,,,,
1992,8,32.536,141.641,,JAPAN,Very Doubtful Tsunami,6.3,16,,,
1994,5,23.959,122.448,TAIWAN,TAIWAN,Very Doubtful Tsunami,6.5,16,,,
2011,7,-29.539,-176.34,KERMADEC ISLANDS,NEW ZEALAND,Definite Tsunami,7.6,17,,,
1671,2,33.4,134.7,NANKAIDO,JAPAN,Very Doubtful Tsunami,6.9,,,,
1730,11,36.2,142.2,KASHIMA,JAPAN,Very Doubtful Tsunami,7.6,,,,
2011,6,50.5,-3,"PLYMOUTH, ENGLAND",UK,Questionable Tsunami,,,,,
2011,8,59.05,6.64,"LYSEFJOREN, WESTERN NORWAY",NORWAY,Probable Tsunami,,,,,
2011,4,38.276,141.588,E. COAST HONSHU ISLAND,JAPAN,Definite Tsunami,7.1,42,,Limited (<$1 million),Few (~1 to 50 people)
2011,7,59.05,6.64,"LYSEFJOREN, WESTERN NORWAY",NORWAY,Probable Tsunami,,,,Limited (<$1 million),
2011,8,-18.311,168.218,VANUATU ISLANDS,VANUATU,Definite Tsunami,7,28,,,
2011,8,-18.365,168.143,VANUATU ISLANDS,VANUATU,Definite Tsunami,7.1,32,,,
2011,9,52.171,-171.708,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",USA,Definite Tsunami,6.8,32,,,
2007,11,14.944,-61.274,MARTINIQUE,MARTINIQUE (FRENCH TERRITORY),Very Doubtful Tsunami,7.4,156,,,
1990,2,9.755,124.694,PHILIPPINES,PHILIPPINES,Definite Tsunami,6.6,26,,Limited (<$1 million),Some (~51 to 100 people)
2011,10,-28.993,-176.238,KERMADEC ISLANDS,NEW ZEALAND,Definite Tsunami,7.4,33,,,
2012,3,16.493,-98.231,S. MEXICO,MEXICO,Definite Tsunami,7.4,20,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
2012,3,40.887,144.944,HOKKAIDO ISLAND,JAPAN,Definite Tsunami,6.9,12,,,
2001,1,13.049,-88.66,EL SALVADOR,EL SALVADOR,Probable Tsunami,7.7,60,,Extreme (~$25 million or more),Many (~101 to 1000 people)
2012,4,2.327,93.063,OFF W. COAST OF N SUMATRA,INDONESIA,Definite Tsunami,8.6,20,,Limited (<$1 million),Few (~1 to 50 people)
2012,4,0.802,92.463,OFF W. COAST OF N SUMATRA,INDONESIA,Definite Tsunami,8.2,25,,,
2012,4,-18.972,168.741,VANUATU ISLANDS,VANUATU,Definite Tsunami,6.3,11,,,
1826,1,27.07,142.21,CHICHI JIMA,JAPAN,Probable Tsunami,,,,Limited (<$1 million),
2010,4,-21.955,-157.92,"MANGAIA ISLAND, COOK ISLANDS",COOK ISLANDS,Questionable Tsunami,,,,,
2012,2,-17.827,167.133,VANUATU ISLANDS,VANUATU,Definite Tsunami,7,23,,,
1897,9,6,122,SULU SEA,PHILIPPINES,Very Doubtful Tsunami,8.6,33,1,Limited (<$1 million),
1852,1,-6.5,105.5,JAVA,INDONESIA,Probable Tsunami,6.5,150,0.5,Limited (<$1 million),
1897,10,12,126,SAMAR ISLAND,PHILIPPINES,Probable Tsunami,8.1,33,1.5,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1963,3,54,-132.25,"GRAHAM ISLAND, BRITISH COLUMBIA",CANADA,Probable Tsunami,,,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1900,1,1.82,127.85,"GALELA, HALMAHERA ISLAND",INDONESIA,Very Doubtful Tsunami,,,0,,
2012,8,12.139,-88.59,EL SALVADOR-NICARAGUA,EL SALVADOR,Definite Tsunami,7.3,28,,Limited (<$1 million),
2012,8,10.811,126.638,PHILIPPINE ISLANDS,PHILIPPINES,Definite Tsunami,7.6,28,,Limited (<$1 million),Few (~1 to 50 people)
2012,9,10.085,-85.315,COSTA RICA,COSTA RICA,Definite Tsunami,7.6,35,,Limited (<$1 million),Few (~1 to 50 people)
1919,6,12.33,-88.291,GULF OF FONSECA,NICARAGUA,Probable Tsunami,6.6,20,,,
2012,7,69.2,-51.3,"ILULISSAT ICEFJORD, GREENLAND",GREENLAND,Definite Tsunami,,,,,
1883,5,-6.004,106.781,"HORN ISLAND [AYER ISLAND], JAKARTA",INDONESIA,Very Doubtful Tsunami,,,1,,
1906,5,13.25,-88.83,OFF COAST,EL SALVADOR,Questionable Tsunami,,,,,
2012,11,13.988,-91.895,GUATEMALA,GUATEMALA,Definite Tsunami,7.3,24,,Severe (~>$5 to $24 million),Some (~51 to 100 people)
2012,12,31.256,110.733,"ZHAOJUN BRIDGE, HUBEI PROVINCE",CHINA,Event that only caused a seiche or disturbance in an inland river,,,,,
2012,12,37.89,143.949,OFF EAST COAST OF HONSHU ISLAND,JAPAN,Definite Tsunami,7.2,31,,,
2012,10,52.788,-132.101,BRITISH COLUMBIA,CANADA,Definite Tsunami,7.7,14,,,Few (~1 to 50 people)
1965,2,-41.755,-72.396,SOUTHERN CHILE,CHILE,Event that only caused a seiche or disturbance in an inland river,,,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
2013,1,55.393,-134.652,"SE. ALASKA, AK",USA,Definite Tsunami,7.5,10,,Limited (<$1 million),
1966,,-10.38,165.8,"TINAKULA, SANTA CRUZ ISLANDS",SOLOMON ISLANDS,Probable Tsunami,,,,,
2013,2,-10.928,166.018,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7,21,,,
1853,10,26.2,127.6,OKINAWA ISLAND,JAPAN,Questionable Tsunami,,,1,,
2013,2,-10.766,165.114,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.9,24,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
2013,4,46.221,150.788,S. KURIL ISLANDS,RUSSIA,Questionable Tsunami,7.2,110,,,
1879,2,38.789,15.213,STROMBOLI ISLAND,ITALY,Very Doubtful Tsunami,,,,,
1660,,-5.358,147.12,LONG ISLAND,PAPUA NEW GUINEA,Questionable Tsunami,,,,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1513,,-17.2,-72.3,CALLAO,PERU,Questionable Tsunami,8.7,,3,,
1868,8,-18.6,-71,NORTHERN CHILE,CHILE,Definite Tsunami,8.5,,,,
1765,,-33.05,-71.617,CENTRAL CHILE,CHILE,Very Doubtful Tsunami,,,2,,
2013,7,-41.704,174.337,COOK STRAIT,NEW ZEALAND,Definite Tsunami,6.5,17,,Limited (<$1 million),
1877,10,3.88,-77.08,BUENAVENTURA,COLOMBIA,Questionable Tsunami,,,,,
1837,8,16.86,-99.88,ACAPULCO,MEXICO,Questionable Tsunami,6.5,,0,,
1905,1,19,-113,REVILLAGIGEDO ISLANDS,MEXICO,Very Doubtful Tsunami,,,,,
1856,9,35.6,139.7,TOKYO BAY,JAPAN,Questionable Tsunami,,,0,,
1925,5,14.583,-106.1,,MEXICO,Very Doubtful Tsunami,,,,,
1927,9,17,-104,MEXICO,MEXICO,Very Doubtful Tsunami,,,,,
1088,5,39.64,141.96,"MIYAKO, IWATE PREFECTURE",JAPAN,Probable Tsunami,,,1.5,,
1837,10,19.45,-99.15,MEXICO CITY,MEXICO,Questionable Tsunami,7,,0,,
1680,9,34.6,137.6,TOTOMI-NADA,JAPAN,Questionable Tsunami,,,2,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
2004,11,-46.676,164.721,PUYSEGUR TRENCH,NEW ZEALAND,Definite Tsunami,7.1,10,,,
2013,8,-41.731,174.027,WELLINGTON,NEW ZEALAND,Definite Tsunami,6.5,10,,Limited (<$1 million),
2013,9,25.18,62.26,OFF COAST GWADAR,PAKISTAN,Definite Tsunami,,47,,Extreme (~$25 million or more),Many (~101 to 1000 people)
1855,2,-39.2,177.6,,NEW ZEALAND,Questionable Tsunami,5.5,25,,,
1868,10,-40.2,173,,NEW ZEALAND,Definite Tsunami,7.6,12,,,
1880,9,-38.85,178.85,GISBORNE,NEW ZEALAND,Probable Tsunami,7,12,,,
1895,8,-38.8,176,"LAKE TAUPO, NORTH ISLAND",NEW ZEALAND,Definite Tsunami,6,12,,,
1993,6,-28.886,-176.819,KERMADEC ISLANDS,NEW ZEALAND,Very Doubtful Tsunami,6.6,20,,,
2013,10,37.2,144.6,E. COAST HONSHU ISLAND,JAPAN,Definite Tsunami,7.1,10,,,
1840,7,-36.836,175.692,WHITIANGA,NEW ZEALAND,Event that only caused a seiche or disturbance in an inland river,,,,,
1978,10,-43.08,172.97,OFF EAST COAST OF SOUTH ISLAND,NEW ZEALAND,Definite Tsunami,,,,,
1926,,-38.37,178.31,"TOLAGA BAY, NORTH ISLAND",NEW ZEALAND,Questionable Tsunami,,,,,
1869,3,-42.719,170.961,,NEW ZEALAND,Probable Tsunami,,,,,
1855,2,-41.93,174.09,WHARANUI,NEW ZEALAND,Definite Tsunami,,,,,
1987,5,-45.46,167.15,DEEP COVE,NEW ZEALAND,Definite Tsunami,,,,,
1882,4,-41.32,175.84,"GLENBURN, WAIRARAPA",NEW ZEALAND,Questionable Tsunami,,,,,
1840,8,-37.61,178.35,EAST CAPE,NEW ZEALAND,Questionable Tsunami,,,,,
2002,11,-44.7,169.2,ALBERT TOWN,NEW ZEALAND,Event that only caused a seiche or disturbance in an inland river,,,,,
1881,6,-43.69,172.9,PIGEON BAY (BANKS PENINSULA),NEW ZEALAND,Probable Tsunami,,,,Limited (<$1 million),
1870,4,-41.29,174.78,WELLINGTON,NEW ZEALAND,Questionable Tsunami,,,,,
1839,,-46.627,169.126,"WAIKAWA, SOUTHLAND",NEW ZEALAND,Probable Tsunami,,,,,
1879,4,-42.45,171.21,GREYMOUTH,NEW ZEALAND,Questionable Tsunami,,,,,
1871,3,-41.75,171.58,WESTPORT,NEW ZEALAND,Very Doubtful Tsunami,,,,,
1891,9,-43.51,172.73,NEW BRIGHTON,NEW ZEALAND,Questionable Tsunami,,,,,
2013,11,-60.274,-46.401,SCOTIA SEA,ANTARCTICA,Definite Tsunami,7.7,10,,,
1971,3,-11.116,-76.5,CHUNGAR,PERU,Event that only caused a seiche or disturbance in an inland river,,,,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
1871,8,-42.72,170.96,"HOKITIKA RIVER, SOUTH ISLAND",NEW ZEALAND,Very Doubtful Tsunami,,,,,
1846,5,-38.96,175.73,"LAKE TAUPO, NORTH ISLAND",NEW ZEALAND,Definite Tsunami,,,,,
1914,10,-37.8,178.2,"TOLAGA BAY, NORTH ISLAND",NEW ZEALAND,Definite Tsunami,,,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1869,3,-45.09,170.98,SOUTH ISlAND,NEW ZEALAND,Questionable Tsunami,,,,,
1956,3,-38.9,175.8,"LAKE TAUPO, NORTH ISLAND",NEW ZEALAND,Event that only caused a seiche or disturbance in an inland river,5.3,,,,
1869,1,-39.05,174.07,NORTH ISLAND,NEW ZEALAND,Very Doubtful Tsunami,,,,,
1886,12,-43.957,168.616,"JACKSON BAY, SOUTH ISLAND",NEW ZEALAND,Definite Tsunami,,,,,
1904,8,-39.12,177.2,,NEW ZEALAND,Very Doubtful Tsunami,,,,,
1877,12,-38.02,178.33,WAIPIRO BAY,NEW ZEALAND,Questionable Tsunami,,,,,
1831,,-38.7,178,"POVERTY BAY, NORTH ISLAND",NEW ZEALAND,Probable Tsunami,,,,,
2014,3,-19.965,-70.814,NORTHERN CHILE,CHILE,Definite Tsunami,6.7,21,,Limited (<$1 million),
2014,4,-6.755,155.024,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7.5,43,,,
1878,8,-19,168.5,TANNA ISLAND,VANUATU,Very Doubtful Tsunami,,,,,
1601,9,46.8,8.5,,SWITZERLAND,Event that only caused a seiche or disturbance in an inland river,6.2,,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1899,10,-5,148,BISMARCK SEA,PAPUA NEW GUINEA,Questionable Tsunami,,,1.5,Moderate (~$1 to $5 million),
2014,4,-11.463,162.051,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.4,39,,,
2014,4,17.397,-100.972,S. MEXICO,MEXICO,Definite Tsunami,7.2,24,,Limited (<$1 million),
1953,3,32.1,139.85,MYOJINSHO SUBMARINE VOLCANO,JAPAN,Definite Tsunami,,,-1,,
2014,4,-20.571,-70.493,NORTHERN CHILE,CHILE,Definite Tsunami,7.7,22,,,
2014,4,-11.27,162.148,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.6,23,,,
2014,4,-19.61,-70.769,NORTHERN CHILE,CHILE,Definite Tsunami,8.2,25,,Extreme (~$25 million or more),Few (~1 to 50 people)
2014,6,51.849,178.735,"ALEUTIAN ISLANDS, AK",USA,Definite Tsunami,7.9,109,,,
2014,6,-29.977,-177.725,"S OF RAOUL ISLAND, KERMADEC ISLANDS",NEW ZEALAND,Definite Tsunami,6.9,20,,,
1974,10,54,-128.7,"KITIMAT INLET, BRITISH COLOMBIA",CANADA,Definite Tsunami,,,,,
1963,10,46.267,12.329,"VAJONT DAM, VAJONT RIVER",ITALY,Event that only caused a seiche or disturbance in an inland river,,,,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1904,12,9.2,-82.8,BOCAS DEL TORO,PANAMA,Questionable Tsunami,7.2,,,,
2014,7,37.005,142.453,SANRIKU,JAPAN,Definite Tsunami,6.5,20,,,
1994,6,-10.777,113.366,SOUTH OF JAVA,INDONESIA,Questionable Tsunami,6.5,11,,,
2014,7,58.306,-136.96,"PALMA BAY, AK",USA,Definite Tsunami,6.1,10,,,
2014,10,-32.108,-110.811,EASTER ISLAND REGION,CHILE,Definite Tsunami,7,16,,,
2014,11,1.893,126.522,N. MOLUCCAS ISLANDS,INDONESIA,Probable Tsunami,7.1,45,,,
2015,2,39.856,142.881,HONSHU,JAPAN,Definite Tsunami,6.7,23,,,
2015,3,-4.729,152.562,BISMARCK SEA,PAPUA NEW GUINEA,Definite Tsunami,7.5,41,,,
1950,4,6.5,-83,OFF COAST,PANAMA,Event that only caused a seiche or disturbance in an inland river,,,,,
2015,2,-16.431,168.148,VANUATU ISLANDS,VANUATU,Definite Tsunami,6.4,10,,Limited (<$1 million),
2015,5,31.529,140.213,S. OF HONSHU ISLAND,JAPAN,Probable Tsunami,5.7,10,,,
2015,5,-5.462,151.875,NEW BRITAIN,PAPUA NEW GUINEA,Probable Tsunami,7.5,55,,Limited (<$1 million),
551,7,38.4,22.3,,GREECE,Very Doubtful Tsunami,,,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1795,,10.7,-61.7,PORT-OF-SPAIN,TRINIDAD AND TOBAGO,Probable Tsunami,,,,Moderate (~$1 to $5 million),
2015,7,-9.307,158.403,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,6.7,12,,,
2015,7,-10.401,165.141,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7,11,,,
1905,1,9.85,-84.68,GULF OF NICOYA,COSTA RICA,Questionable Tsunami,6.8,,,Limited (<$1 million),
2015,7,52.214,-169.399,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",USA,Definite Tsunami,6.9,23,,,
2015,9,-31.573,-71.674,CENTRAL CHILE,CHILE,Definite Tsunami,8.3,22,,Extreme (~$25 million or more),Few (~1 to 50 people)
2015,10,60.08,-141.3,"ICY BAY, AK",USA,Definite Tsunami,,,,,
2015,11,31.001,128.873,JAPAN,JAPAN,Definite Tsunami,6.7,12,,,
2015,11,38.67,20.6,IONIAN SEA,GREECE,Definite Tsunami,6.5,11,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
2015,11,-29.46,-72.12,CENTRAL CHILE,CHILE,Definite Tsunami,6.9,33,,,
2016,3,-4.952,94.33,SW. SUMATRA,INDONESIA,Definite Tsunami,7.8,24,,,
2016,4,0.35,-80.16,OFF COAST,ECUADOR,Definite Tsunami,7.8,17,,Extreme (~$25 million or more),Many (~101 to 1000 people)
1993,3,-14.385,-178.252,FUTUNA,WALLIS AND FUTUNA (FRENCH TERRITORY),Probable Tsunami,6.4,10,,Limited (<$1 million),Few (~1 to 50 people)
1694,4,25,121.5,TAIWAN,TAIWAN,Event that only caused a seiche or disturbance in an inland river,5.5,,,,
2016,4,-16.043,167.379,VANUATU ISLANDS,VANUATU,Probable Tsunami,7,24,,,
1805,5,-29.06,167.95,NORFOLK ISLAND,AUSTRALIA,Probable Tsunami,,,,Limited (<$1 million),
2016,8,-55.285,-31.877,SOUTHERN ATLANTIC OCEAN,UK TERRITORY,Probable Tsunami,7.4,10,,,
2016,8,-22.477,173.117,LOYALTY ISLANDS,NEW CALEDONIA,Definite Tsunami,7.2,16,,,
2014,10,12.526,-88.123,GULF OF FONSECA,EL SALVADOR,Definite Tsunami,7.3,40,,Limited (<$1 million),Few (~1 to 50 people)
2001,10,52.63,-132.2,QUEEN CHARLOTTE ISLANDS,CANADA,Definite Tsunami,6.1,20,,,
2016,11,-42.737,173.054,OFF EAST COAST OF SOUTH ISLAND,NEW ZEALAND,Definite Tsunami,7.8,15,,Extreme (~$25 million or more),Few (~1 to 50 people)
1892,8,-19.75,-175.07,TOFUA,TONGA,Probable Tsunami,,,,,
2016,9,-37.359,179.146,GISBORNE,NEW ZEALAND,Definite Tsunami,7,19,,,
1917,8,58.204,-134.147,"TAKU INLET, JUNEAU, AK",USA,Probable Tsunami,,,,Limited (<$1 million),Few (~1 to 50 people)
1837,8,51.44,3.57,VLISSINGEN,NETHERLANDS,Very Doubtful Tsunami,,,,,
1896,2,17.6,-76.7,KINGSTON,JAMAICA,Questionable Tsunami,,,,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
1892,5,-34.917,-56.167,MONTEVIDEO,URUGUAY,Very Doubtful Tsunami,,,,,
1897,12,18.5,-69.95,SANTO DOMINGO,DOMINICAN REPUBLIC,Very Doubtful Tsunami,,,,Moderate (~$1 to $5 million),
1897,3,-10.38,165.8,"TINAKULA, SANTA CRUZ ISLANDS",SOLOMON ISLANDS,Probable Tsunami,,,,Limited (<$1 million),
1897,4,-43.6,172.8,OFF EAST COAST OF SOUTH ISLAND,NEW ZEALAND,Very Doubtful Tsunami,,,,,
1894,5,25.4,-108.95,OFF WEST COAST,MEXICO,Questionable Tsunami,,,,,
2016,11,11.96,-88.835,NICARAGUA,NICARAGUA,Definite Tsunami,6.9,33,,,
2016,12,-4.505,153.522,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7.9,95,,,
2016,12,-10.681,161.327,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.8,40,,Limited (<$1 million),Few (~1 to 50 people)
1895,5,-18,-71,NORTHERN CHILE,CHILE,Definite Tsunami,,,,Limited (<$1 million),
1919,8,10.6,-71.6,LAGO DE MARACAIBO,VENEZUELA,Event that only caused a seiche or disturbance in an inland river,,,,Moderate (~$1 to $5 million),
1892,3,-18.5,-70.35,NORTHERN CHILE,CHILE,Questionable Tsunami,,,,Limited (<$1 million),
1962,1,43.3,17.1,DALMATIAN COASTS,CROATIA,Probable Tsunami,6.1,33,,,
2016,12,-10.749,161.132,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,6.9,20,,,
1895,7,-43.688,172.9,PIEGON BAY,NEW ZEALAND,Definite Tsunami,,,,,
